num_of_users,all,core:0,core:1,core:2,core:3,core:4,core:5,core:6,core:7,core:8,core:9,core:10,core:11,core:12,core:13,core:14,core:15,core:16,core:17,core:18,core:19,core:20,core:21,core:22,core:23
600,32.47,31.93,33.15,32.22,32.65,32.01,32.50,32.06,32.55,33.24,32.43,32.22,32.22,31.90,33.25,33.11,32.78,32.44,32.27,32.63,32.13,32.45,33.53,31.95,31.68
700,30.45,30.19,30.81,30.55,31.13,29.23,30.49,29.93,31.10,31.85,28.62,30.23,30.17,29.23,30.72,30.87,31.76,30.72,29.88,31.07,29.53,31.70,30.85,30.15,30.13
800,41.15,41.66,40.76,41.70,41.11,40.43,42.46,40.08,41.14,41.42,40.05,40.92,42.04,40.18,41.43,41.91,42.00,41.99,40.63,41.10,40.88,41.11,41.94,39.92,40.61
900,15.97,16.77,16.33,16.27,16.58,15.27,16.07,15.60,15.52,16.44,15.56,16.20,16.00,15.16,15.97,18.27,15.48,16.02,16.00,16.35,15.36,15.96,15.28,14.99,15.84
1000,46.99,47.72,47.69,47.82,47.87,46.78,47.00,45.76,48.11,47.52,45.03,47.37,46.84,46.74,47.53,46.92,47.01,47.44,45.80,46.33,46.80,47.68,47.14,45.62,47.28
