Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   15.97    0.00    4.68    0.23    0.00    0.61    0.00    0.00    0.00   78.50
Average:       0   16.77    0.00    4.62    0.00    0.00    0.68    0.00    0.00    0.00   77.93
Average:       1   16.33    0.00    4.55    0.03    0.00    0.38    0.00    0.00    0.00   78.71
Average:       2   16.27    0.00    5.15    0.03    0.00    0.50    0.00    0.00    0.00   78.05
Average:       3   16.58    0.00    4.48    0.00    0.00    0.50    0.00    0.00    0.00   78.44
Average:       4   15.27    0.00    4.70    0.00    0.00    1.09    0.00    0.00    0.00   78.94
Average:       5   16.07    0.00    4.62    0.00    0.00    0.30    0.00    0.00    0.00   79.02
Average:       6   15.60    0.00    4.73    0.00    0.00    1.06    0.00    0.00    0.00   78.61
Average:       7   15.52    0.00    4.96    0.03    0.00    0.27    0.00    0.00    0.00   79.23
Average:       8   16.44    0.00    4.49    0.00    0.00    0.47    0.00    0.00    0.00   78.61
Average:       9   15.56    0.00    4.66    0.00    0.00    1.06    0.00    0.00    0.00   78.73
Average:      10   16.20    0.00    4.37    0.00    0.00    0.41    0.00    0.00    0.00   79.01
Average:      11   16.00    0.00    4.64    0.03    0.00    0.47    0.00    0.00    0.00   78.86
Average:      12   15.16    0.00    4.65    0.00    0.00    1.12    0.00    0.00    0.00   79.07
Average:      13   15.97    0.00    4.73    5.23    0.00    0.44    0.00    0.00    0.00   73.63
Average:      14   18.27    0.00    4.26    0.12    0.00    0.35    0.00    0.00    0.00   77.00
Average:      15   15.48    0.00    5.26    0.03    0.00    0.27    0.00    0.00    0.00   78.96
Average:      16   16.02    0.00    4.89    0.00    0.00    0.41    0.00    0.00    0.00   78.68
Average:      17   16.00    0.00    4.24    0.03    0.00    0.77    0.00    0.00    0.00   78.97
Average:      18   16.35    0.00    4.20    0.00    0.00    0.35    0.00    0.00    0.00   79.10
Average:      19   15.36    0.00    4.59    0.03    0.00    0.95    0.00    0.00    0.00   79.08
Average:      20   15.96    0.00    4.87    0.00    0.00    0.41    0.00    0.00    0.00   78.75
Average:      21   15.28    0.00    5.13    0.00    0.00    0.44    0.00    0.00    0.00   79.14
Average:      22   14.99    0.00    4.99    0.00    0.00    1.03    0.00    0.00    0.00   78.98
Average:      23   15.84    0.00    4.58    0.03    0.00    1.01    0.00    0.00    0.00   78.54
