CPU,%usr
all,15.97
0,16.77
1,16.33
2,16.27
3,16.58
4,15.27
5,16.07
6,15.60
7,15.52
8,16.44
9,15.56
10,16.20
11,16.00
12,15.16
13,15.97
14,18.27
15,15.48
16,16.02
17,16.00
18,16.35
19,15.36
20,15.96
21,15.28
22,14.99
23,15.84
