Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   32.47    0.00   12.31    0.03    0.00    1.58    0.00    0.00    0.00   53.60
Average:       0   31.93    0.00   12.51    0.00    0.00    1.49    0.00    0.00    0.00   54.07
Average:       1   33.15    0.00   11.79    0.00    0.00    1.22    0.00    0.00    0.00   53.85
Average:       2   32.22    0.00   12.26    0.03    0.00    1.33    0.00    0.00    0.00   54.16
Average:       3   32.65    0.00   12.50    0.00    0.00    1.30    0.00    0.00    0.00   53.55
Average:       4   32.01    0.00   11.85    0.00    0.00    2.26    0.00    0.00    0.00   53.89
Average:       5   32.50    0.00   12.18    0.00    0.00    1.13    0.00    0.00    0.00   54.19
Average:       6   32.06    0.00   12.25    0.00    0.00    2.24    0.00    0.00    0.00   53.44
Average:       7   32.55    0.00   12.63    0.00    0.00    1.25    0.00    0.00    0.00   53.57
Average:       8   33.24    0.00   12.14    0.00    0.00    1.36    0.00    0.00    0.00   53.26
Average:       9   32.43    0.00   12.43    0.00    0.00    2.23    0.00    0.00    0.00   52.91
Average:      10   32.22    0.00   12.78    0.00    0.00    1.22    0.00    0.00    0.00   53.78
Average:      11   32.22    0.00   12.59    0.00    0.00    1.25    0.00    0.00    0.00   53.94
Average:      12   31.90    0.00   12.29    0.00    0.00    2.49    0.00    0.00    0.00   53.32
Average:      13   33.25    0.00   12.04    0.44    0.00    1.19    0.00    0.00    0.00   53.07
Average:      14   33.11    0.00   12.34    0.00    0.00    1.21    0.00    0.00    0.00   53.34
Average:      15   32.78    0.00   12.18    0.00    0.00    1.22    0.00    0.00    0.00   53.82
Average:      16   32.44    0.00   12.63    0.00    0.00    1.22    0.00    0.00    0.00   53.71
Average:      17   32.27    0.00   12.18    0.30    0.00    2.08    0.00    0.00    0.00   53.16
Average:      18   32.63    0.00   12.21    0.06    0.00    1.25    0.00    0.00    0.00   53.85
Average:      19   32.13    0.00   11.97    0.00    0.00    2.31    0.00    0.00    0.00   53.59
Average:      20   32.45    0.00   12.64    0.00    0.00    1.24    0.00    0.00    0.00   53.68
Average:      21   33.53    0.00   11.78    0.03    0.00    1.16    0.00    0.00    0.00   53.50
Average:      22   31.95    0.00   12.83    0.00    0.00    2.13    0.00    0.00    0.00   53.08
Average:      23   31.68    0.00   12.52    0.00    0.00    2.08    0.00    0.00    0.00   53.72
