num_of_users,all,core:0,core:1,core:2,core:3,core:4,core:5,core:6,core:7,core:8,core:9,core:10,core:11,core:12,core:13,core:14,core:15,core:16,core:17,core:18,core:19,core:20,core:21,core:22,core:23
20,1.65,2.99,0.70,0.54,1.33,1.17,1.75,0.29,0.54,0.96,1.00,0.92,1.54,0.88,3.54,1.58,1.38,0.79,1.80,2.46,3.92,3.88,2.17,2.83,0.50
30,2.36,2.11,3.58,1.87,2.13,2.21,2.04,2.47,2.34,2.50,2.05,2.83,1.13,1.75,1.13,2.38,3.67,3.12,1.50,1.59,3.43,3.09,3.09,1.79,2.76
