CPU,%usr
all,1.73
0,0.87
1,0.71
2,1.92
3,1.42
4,0.63
5,1.34
6,1.46
7,1.29
8,1.25
9,2.26
10,1.75
11,3.47
12,2.34
13,1.67
14,2.17
15,3.67
16,3.55
17,1.46
18,1.50
19,1.38
20,2.05
21,1.29
22,1.50
23,0.79
