num_of_users,all,core:0,core:1,core:2,core:3,core:4,core:5,core:6,core:7,core:8,core:9,core:10,core:11,core:12,core:13,core:14,core:15,core:16,core:17,core:18,core:19,core:20,core:21,core:22,core:23
20,1.73,0.87,0.71,1.92,1.42,0.63,1.34,1.46,1.29,1.25,2.26,1.75,3.47,2.34,1.67,2.17,3.67,3.55,1.46,1.50,1.38,2.05,1.29,1.50,0.79
30,2.24,1.24,2.57,3.55,4.12,1.67,3.87,1.75,2.87,2.04,3.60,2.09,2.72,1.96,2.13,1.59,1.83,2.75,1.38,3.59,1.34,2.54,0.79,0.92,0.71
