Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    1.73    0.00    0.66    0.41    0.00    0.16    0.00    0.00    0.00   97.03
Average:       0    0.87    0.00    0.54    0.00    0.00    1.44    0.00    0.00    0.00   97.16
Average:       1    0.71    0.00    0.83    0.00    0.00    0.62    0.00    0.00    0.00   97.84
Average:       2    1.92    0.00    0.54    0.00    0.00    0.17    0.00    0.00    0.00   97.38
Average:       3    1.42    0.00    0.38    0.00    0.00    0.04    0.00    0.00    0.00   98.16
Average:       4    0.63    0.00    0.33    0.00    0.00    0.17    0.00    0.00    0.00   98.87
Average:       5    1.34    0.00    0.71    0.00    0.00    0.08    0.00    0.00    0.00   97.87
Average:       6    1.46    0.00    0.46    0.00    0.00    0.13    0.00    0.00    0.00   97.95
Average:       7    1.29    0.00    0.92    0.00    0.00    0.08    0.00    0.00    0.00   97.71
Average:       8    1.25    0.00    0.75    0.00    0.00    0.08    0.00    0.00    0.00   97.92
Average:       9    2.26    0.00    0.63    0.00    0.00    0.13    0.00    0.00    0.00   96.99
Average:      10    1.75    0.00    0.88    0.00    0.00    0.08    0.00    0.00    0.00   97.29
Average:      11    3.47    0.00    0.46    0.00    0.00    0.08    0.00    0.00    0.00   95.99
Average:      12    2.34    0.00    0.50    0.00    0.00    0.13    0.00    0.00    0.00   97.03
Average:      13    1.67    0.00    0.75    8.64    0.00    0.04    0.00    0.00    0.00   88.90
Average:      14    2.17    0.00    0.88    1.09    0.00    0.04    0.00    0.00    0.00   95.83
Average:      15    3.67    0.00    1.29    0.00    0.00    0.04    0.00    0.00    0.00   95.00
Average:      16    3.55    0.00    0.58    0.13    0.00    0.08    0.00    0.00    0.00   95.66
Average:      17    1.46    0.00    0.67    0.00    0.00    0.17    0.00    0.00    0.00   97.70
Average:      18    1.50    0.00    0.92    0.00    0.00    0.04    0.00    0.00    0.00   97.54
Average:      19    1.38    0.00    0.79    0.00    0.00    0.13    0.00    0.00    0.00   97.71
Average:      20    2.05    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   97.45
Average:      21    1.29    0.00    0.71    0.00    0.00    0.00    0.00    0.00    0.00   98.00
Average:      22    1.50    0.00    0.63    0.00    0.00    0.00    0.00    0.00    0.00   97.87
Average:      23    0.79    0.00    0.29    0.00    0.00    0.08    0.00    0.00    0.00   98.83
